輯別	書名	文章題名	作品描述(或後記)內容	推定日期	推斷來源	總字數	檔案名稱
第三輯 文集類	致詞	以慈悲化解鬥爭、暴力與衝突	（二○○七年十月二十七日講於法鼓山園區「亞非高峰會」開幕致詞）	#NAME?	作品陳述所載日期	921	03-07-050.txt
第三輯 文集類	致詞	佛教與文藝的關係	(二○○八年五月四日於臺北三軍軍官俱樂部「第四十九屆文藝獎章頒獎典禮」代表受獎致詞，收錄於《二○○八法鼓山年鑑》)	#NAME?	作品陳述所載日期	1,300	03-07-051.txt
第三輯 文集類	致詞	以研究「聖嚴」來推動淨化世界	（二○○八年五月二十五日講於臺大集思國際會議廳第二屆「聖嚴思想國際學術研討會」閉幕式）	#NAME?	作品陳述所載日期	5,194	03-07-052.txt
第三輯 文集類	致詞	群我關係與全球倫理	（二○○八年五月三十一日講於臺北中正紀念堂「李國鼎傑出經濟社會制度設計獎」頒獎典禮致詞）	#NAME?	作品陳述所載日期	1,726	03-07-053.txt
第三輯 文集類	致詞	從心出發	(二○○九年三月二十八日發表於「第二屆世界佛教論壇」開幕式由果品法師代表宣讀，收錄於《二○○九法鼓山年鑑》)	#NAME?	作品陳述所載日期	1,383	03-07-054.txt
第三輯 文集類	明日的佛教	自序	一九八八年二月十日序於臺北北投農禪寺	#NAME?	作品陳述所載日期	645	03-08-001.txt
第三輯 文集類	明日的佛教	勉《人生》復刊	（一九八二年八月十五日《人生》復刊號一期）	#NAME?	作品陳述所載日期	714	03-08-002.txt
第三輯 文集類	明日的佛教	宗教教育之我見	（一九八二年十一月十五日《人生》二期）	#NAME?	作品陳述所載日期	1,267	03-08-003.txt
第三輯 文集類	明日的佛教	新聞媒體對佛教的報導	（一九八三年一月十五日《人生》三期）	#NAME?	作品陳述所載日期	722	03-08-004.txt
第三輯 文集類	明日的佛教	慈濟．文化．修持	（一九八三年三月十五日《人生》四期）	#NAME?	作品陳述所載日期	1,148	03-08-005.txt
第三輯 文集類	明日的佛教	大眾需要佛法	（一九八三年五月十五日《人生》五期）	#NAME?	作品陳述所載日期	978	03-08-006.txt
第三輯 文集類	明日的佛教	佛教學院需要統一的教科書	（一九八三年七月十五日《人生》六期）	#NAME?	作品陳述所載日期	507	03-08-007.txt
第三輯 文集類	明日的佛教	國際佛教會議的前瞻及回顧	（一九八三年九月十五日《人生》七期）	#NAME?	作品陳述所載日期	941	03-08-008.txt
第三輯 文集類	明日的佛教	誰是外道	（一九八三年十一月十五日《人生》八期）	#NAME?	作品陳述所載日期	648	03-08-009.txt
第三輯 文集類	明日的佛教	大學院校成立宗教學院	（一九八四年三月十五日《人生》十期）	#NAME?	作品陳述所載日期	584	03-08-010.txt
第三輯 文集類	明日的佛教	美國禪師來華尋根	（一九八四年五月十五日《人生》十一期）	#NAME?	作品陳述所載日期	850	03-08-011.txt
第三輯 文集類	明日的佛教	如何防止青少年犯罪	（一九八四年七月十五日《人生》十二期）	#NAME?	作品陳述所載日期	949	03-08-012.txt
第三輯 文集類	明日的佛教	超度的意義與供僧的功德	（一九八四年九月十五日《人生》十三期）	#NAME?	作品陳述所載日期	1,586	03-08-013.txt
第三輯 文集類	明日的佛教	出家無家處處家  ——勉新出家菩薩	（一九八四年十月十五日《人生》十四期）	#NAME?	作品陳述所載日期	2,332	03-08-014.txt
第三輯 文集類	明日的佛教	誰把月亮摘下來  ——中秋夜談感應	（一九八四年十一月十五日《人生》十五期）	#NAME?	作品陳述所載日期	2,163	03-08-015.txt
第三輯 文集類	明日的佛教	千里共嬋娟	（一九八四年十一月十五日《人生》十五期）	#NAME?	作品陳述所載日期	1,078	03-08-016.txt
第三輯 文集類	明日的佛教	一則以喜．一則以憂	（一九八五年三月十五日《人生》十九期）	#NAME?	作品陳述所載日期	2,100	03-08-017.txt
第三輯 文集類	明日的佛教	以出世精神做入世事業	（一九八五年四月十五日《人生》二十期）	#NAME?	作品陳述所載日期	1,989	03-08-018.txt
第三輯 文集類	明日的佛教	正信佛教與神祕經驗	（一九八五年六月十五日《人生》二十二期）	#NAME?	作品陳述所載日期	2,278	03-08-019.txt
第三輯 文集類	明日的佛教	正視民間信仰問題	（一九八五年七月十五日《人生》二十三期）	#NAME?	作品陳述所載日期	1,854	03-08-020.txt
第三輯 文集類	明日的佛教	臺灣「香」需改良	（一九八五年八月十五日《人生》二十四期）	#NAME?	作品陳述所載日期	978	03-08-021.txt
第三輯 文集類	明日的佛教	佛教的印經事業	（一九八五年十一月十五日《人生》二十七期）	#NAME?	作品陳述所載日期	1,676	03-08-022.txt
第三輯 文集類	明日的佛教	確認僧眾的形象	（一九八五年十二月十五日《人生》二十八期）	#NAME?	作品陳述所載日期	1,452	03-08-023.txt
第三輯 文集類	明日的佛教	莊嚴的佛事	（一九八六年一月十五日《人生》二十九期）	#NAME?	作品陳述所載日期	1,012	03-08-024.txt
第三輯 文集類	明日的佛教	相煎何太急	（一九八六年二月十五日《人生》三十期）	#NAME?	作品陳述所載日期	1,563	03-08-025.txt
第三輯 文集類	明日的佛教	不忍眾生苦	（一九八六年三月十五日《人生》三十一期）	#NAME?	作品陳述所載日期	1,645	03-08-026.txt
第三輯 文集類	明日的佛教	佛法與外道	（一九八六年七月十五日《人生》三十五期）	#NAME?	作品陳述所載日期	1,671	03-08-027.txt
第三輯 文集類	明日的佛教	不可「安樂死」	（一九八六年八月十五日《人生》三十六期）	#NAME?	作品陳述所載日期	1,413	03-08-028.txt
第三輯 文集類	明日的佛教	推廣素食	（一九八六年九月十五日《人生》三十七期）	#NAME?	作品陳述所載日期	2,242	03-08-029.txt
第三輯 文集類	明日的佛教	明辨宗教書籍	（一九八六年十一月十五日《人生》三十九期）	#NAME?	作品陳述所載日期	1,501	03-08-030.txt
第三輯 文集類	明日的佛教	佛教書刊改良芻議	（一九八六年十二月十五日《人生》四十期）	#NAME?	作品陳述所載日期	1,124	03-08-031.txt
第三輯 文集類	明日的佛教	推展佛教福利事業	（一九八七年一月十五日《人生》四十一期）	#NAME?	作品陳述所載日期	1,331	03-08-032.txt
第三輯 文集類	明日的佛教	佛教的教團與教育制度	（一九八七年三月十五日《人生》四十三期）	#NAME?	作品陳述所載日期	2,726	03-08-033.txt
第三輯 文集類	明日的佛教	邁向明日的佛教	（一九八七年四月十五日《人生》四十四期）	#NAME?	作品陳述所載日期	1,813	03-08-034.txt
第三輯 文集類	明日的佛教	新生代的佛教	（一九八七年五月十五日《人生》四十五期）	#NAME?	作品陳述所載日期	2,595	03-08-035.txt
第三輯 文集類	明日的佛教	當代佛教的衝擊	（一九八七年八月十五日《人生》四十八期）	#NAME?	作品陳述所載日期	2,322	03-08-036.txt
第三輯 文集類	明日的佛教	佛道與神道	（一九八七年九月十五日《人生》四十九期）	#NAME?	作品陳述所載日期	1,398	03-08-037.txt
第三輯 文集類	明日的佛教	七月齋僧的目的何在	（一九八七年十月十五日《人生》五十期）	#NAME?	作品陳述所載日期	1,227	03-08-038.txt
第三輯 文集類	明日的佛教	關於受戒燙戒疤的規定	（一九八七年十一月十五日《人生》五十一期）	#NAME?	作品陳述所載日期	1,071	03-08-039.txt
第三輯 文集類	明日的佛教	現代學者的學佛風氣	（一九八八年一月十五日《人生》五十三期）	#NAME?	作品陳述所載日期	1,947	03-08-040.txt
第三輯 文集類	明日的佛教	善書與佛書	（一九八八年二月十五日《人生》五十四期）	#NAME?	作品陳述所載日期	2,987	03-08-041.txt
第三輯 文集類	明日的佛教	僧伽未必是僧寶	（一九八八年四月十五日《人生》五十六期）	#NAME?	作品陳述所載日期	3,081	03-08-042.txt
第三輯 文集類	明日的佛教	護法與衛教	（一九八八年五月十五日《人生》五十七期）	#NAME?	作品陳述所載日期	1,353	03-08-043.txt
第三輯 文集類	明日的佛教	佛教與政治	（一九八八年六月十五日《人生》五十八期）	#NAME?	作品陳述所載日期	2,081	03-08-044.txt
第三輯 文集類	明日的佛教	寧靜的佛教	（一九八八年九月十五日《人生》六十一期）	#NAME?	作品陳述所載日期	2,241	03-08-045.txt
第三輯 文集類	明日的佛教	哪些是外道的佛教	（一九八八年十一月十五日《人生》六十三期）	#NAME?	作品陳述所載日期	2,254	03-08-046.txt
第三輯 文集類	明日的佛教	臺灣的宗教問題	（一九八八年十二月十五日《人生》六十四期）	#NAME?	作品陳述所載日期	1,353	03-08-047.txt
第三輯 文集類	明日的佛教	家家禪堂，戶戶蓮社	（一九八九年二月十五日《人生》六十六期）	#NAME?	作品陳述所載日期	1,471	03-08-048.txt
第三輯 文集類	明日的佛教	把佛書推廣到社會	（一九八九年三月十五日《人生》六十七期）	#NAME?	作品陳述所載日期	2,010	03-08-049.txt
第三輯 文集類	明日的佛教	本土與外來的新宗教	（一九八九年七月十五日《人生》七十一期）	#NAME?	作品陳述所載日期	3,960	03-08-050.txt
第三輯 文集類	明日的佛教	僧中急需優秀青年	（一九九○年六月十五日《人生》八十二期）	#NAME?	作品陳述所載日期	2,269	03-08-051.txt
第三輯 文集類	我的法門師友	自序	（二○○二年六月二十六日聖嚴自序於紐約東初禪寺）	#NAME?	作品陳述所載日期	1,125	03-09-001.txt
第三輯 文集類	我的法門師友	智光老和尚——我的沙彌戒和尚	（一九六三年四月二十八日於高雄朝元寺）	#NAME?	作品陳述所載日期	4,465	03-09-002.txt
第三輯 文集類	我的法門師友	東初老人——我的剃度恩師	（一九七八年五月十三日深夜寫於美國紐約大覺寺，原刊於一九七八年六月三十日《中國佛教》革新號）	#NAME?	作品陳述所載日期	13,773	03-09-003.txt
第三輯 文集類	我的法門師友	東初老人——建設人生佛教	（二○○四年十一月十九日於美國紐約象岡道場）	#NAME?	作品陳述所載日期	2,353	03-09-004.txt
第三輯 文集類	我的法門師友	南亭長老——給我最多勉勵的長者	（一九八二年十一月十六日凌晨於北投中華佛教文化館）	#NAME?	作品陳述所載日期	2,494	03-09-005.txt
第三輯 文集類	我的法門師友	道源和尚——一位傑出的講經法師	（一九八八年六月七日於美國紐約東初禪寺）	#NAME?	作品陳述所載日期	2,045	03-09-006.txt
第三輯 文集類	我的法門師友	靈源老和尚——喝我一聲，讓我放下	（一九八八年七月二十六日弟子慧空聖嚴、知剛惟柔沐手恭撰於中華佛學研究所）	#NAME?	作品陳述所載日期	2,055	03-09-007.txt
第三輯 文集類	我的法門師友	白聖長老——戮力於護國衛教	（一九八三年八月十四日寫於北投中華佛教文化館）	#NAME?	作品陳述所載日期	2,307	03-09-008.txt
第三輯 文集類	我的法門師友	白聖長老——勤於傳戒的「大師父」	（一九八九年五月二十二日於美國紐約禪中心）	#NAME?	作品陳述所載日期	2,685	03-09-009.txt
第三輯 文集類	我的法門師友	瑞今長老——南洋佛教界領袖	（二○○五年四月十四日寫於臺灣法鼓山農禪寺，瑞今長老，以百歲高壽圓寂於僑居地，迄今已近五旬日，廣學法師向我索稿，準備編印紀念專集，故於極度繁忙之中，抽空逐段草成此文，用致敬悼）	#NAME?	作品陳述所載日期	1,916	03-09-010.txt
第三輯 文集類	我的法門師友	育枚長老——狼山上的恩人	（一九九九年十月十九日於美國紐約上州的象岡）	#NAME?	作品陳述所載日期	3,510	03-09-011.txt
第三輯 文集類	我的法門師友	悟明長老——胸懷宏大的宗教家	（一九九一年九月十二日寫於北投中華佛學研究所）	#NAME?	作品陳述所載日期	1,233	03-09-012.txt
第三輯 文集類	我的法門師友	悟明長老——助我極多的戒師	（二○○二年三月十五日序於金山法鼓山）	#NAME?	作品陳述所載日期	2,327	03-09-013.txt
第三輯 文集類	我的法門師友	廣欽老和尚——一句彌陀度人無數	（一九八七年十二月十日於美國紐約東初禪寺）	#NAME?	作品陳述所載日期	811	03-09-014.txt
第三輯 文集類	我的法門師友	樂觀長老——亂世中一身豪氣	（一九八七年十一月二十六日於美國紐約東初禪寺）	#NAME?	作品陳述所載日期	2,190	03-09-015.txt
第三輯 文集類	我的法門師友	印順長老——劃時代的博士比丘	（二○○五年十一月二十二日於金山法鼓山，本文收錄於《印順導師永懷集》，二○○六年六月，福嚴精舍出版）	#NAME?	作品陳述所載日期	2,654	03-09-016.txt
第三輯 文集類	我的法門師友	印順長老——佛門星殞，人天哀悼	（二○○五年六月四日寫於美國紐約東初禪寺）	#NAME?	作品陳述所載日期	407	03-09-017.txt
第三輯 文集類	我的法門師友	續明法師——二度出家後的戒師尊證	（刊於《海潮音》四十七卷七期）	1966.07	作品陳述-DILA總圖期刊《海潮音》所載出刊日	1,827	03-09-018.txt
